id,category,author,title,year,type,url,priority
openai-new-econ-analysis,forecaster,OpenAI (Ronnie Chatterji),OpenAI's New Economic Analysis,2026,report,https://openai.com/global-affairs/new-economic-analysis/,1
openai-finding-work,forecaster,OpenAI Global Affairs,Finding Work With AI,2025,blog,https://openaiglobalaffairs.substack.com/p/finding-work-with-ai,3
deepmind-virtual-agent-economies,forecaster,Nenad Tomašev & Matija Franklin (Google DeepMind),Virtual Agent Economies,2025,paper,https://arxiv.org/abs/2509.01063,1
rand-ai-labor-force,forecaster,RAND Corporation,Artificial Intelligence and the Labor Force: A Data-Driven Approach to Identifying Exposed Occupations,2024,report,https://www.rand.org/pubs/research_reports/RRA2655-1.html,2
rand-macro-implications,forecaster,RAND Corporation,Macroeconomic Implications of Artificial Intelligence,2025,report,https://www.rand.org/pubs/perspectives/PEA3888-3.html,1
rand-jobs-not-taking,forecaster,RAND Corporation,"AI Is Making Jobs, Not Taking Them",2025,report,https://www.rand.org/pubs/commentary/2025/10/ai-is-making-jobs-not-taking-them.html,2
cset-workforce-training,forecaster,CSET (Georgetown),AI and the Future of Workforce Training,2024,report,https://cset.georgetown.edu/publication/ai-and-the-future-of-workforce-training/,2
cset-ai-development-workforce,forecaster,CSET (Georgetown),Identifying the AI Development Workforce,2026,report,https://cset.georgetown.edu/publication/identifying-the-ai-development-workforce,3
govai-compute-governance,forecaster,"Sastry, Heim, Belfield, Anderljung et al.",Computing Power and the Governance of Artificial Intelligence,2024,paper,https://arxiv.org/abs/2402.08797,2
govai-voice-access-global-majority,forecaster,GovAI,Voice and Access in AI: Global AI Majority Participation in Artificial Intelligence Development and Governance,2024,report,https://www.governance.ai/research-paper/voice-and-access-in-ai-global-ai-majority-participation-in-artificial-intelligence-development-and-governance,3
christiano-failure-looks-like,forecaster,Paul Christiano,What Failure Looks Like,2019,essay,https://www.lesswrong.com/posts/HBxe6wdjxK239zajf/what-failure-looks-like,1
zvi-you-better-mechanize,forecaster,Zvi Mowshowitz,You Better Mechanize,2025,essay,https://www.lesswrong.com/posts/j7GgmLwymtJEcnf9L/you-better-mechanize,2
metaculus-labor-automation-hub,forecaster,Metaculus,Labor Automation Forecasting Hub,2025,report,https://www.metaculus.com/labor-hub/,1
metaculus-gdp-growth-hlai,forecaster,Metaculus,"If Human-Level AI Is Developed, Will World GDP Grow by at Least 300% in 15 Years?",2018,report,https://www.metaculus.com/questions/3477/if-human-level-artificial-intelligence-is-developed-will-world-gdp-grow-by-at-least-300-in-any-of-the-subsequent-15-years/,2
convergence-threshold-2030,forecaster,Convergence Analysis,Threshold 2030: Forecasting the Economic Impacts of Frontier AI,2024,report,https://www.convergenceanalysis.org/threshold-2030/part-3-forecasting,2
cunningham-ai-growth-forecasts,forecaster,Tom Cunningham,Forecasts of AI & Economic Growth,2025,blog,https://tecunningham.github.io/posts/2025-10-19-forecasts-of-AI-growth.html,2
pwc-sizing-the-prize,forecaster,PwC,Sizing the Prize: PwC's Global Artificial Intelligence Study,2017,report,https://www.pwc.co.nz/insights-and-publications/2023-publications/artificial-intelligence-study.html,1
accenture-ai-double-growth,forecaster,Accenture,Artificial Intelligence Poised to Double Annual Economic Growth Rates by 2035,2016,report,https://newsroom.accenture.com/news/2016/artificial-intelligence-poised-to-double-annual-economic-growth-rate-in-12-developed-economies-and-boost-labor-productivity-by-up-to-40-percent-by-2035-according-to-new-research-by-accenture,2
accenture-productivity-payoff,forecaster,Accenture,The Productivity Payoff: Unlocking Competitiveness with Gen AI,2024,report,https://www.accenture.com/us-en/insights/strategy/productivity-payoff,3
bain-global-tech-2trillion,forecaster,Bain & Company,$2 Trillion in New Revenue Needed to Fund AI's Scaling Trend,2025,report,https://www.bain.com/about/media-center/press-releases/20252/$2-trillion-in-new-revenue-needed-to-fund-ais-scaling-trend---bain--companys-6th-annual-global-technology-report/,1
bain-industrial-automation-2030,forecaster,Bain & Company,Nearly Half of Industrial Automation Revenue to Rely on AI by 2030,2026,report,https://www.bain.com/about/media-center/press-releases/2026/nearly-half-of-industrial-automation-revenue-to-rely-on-ai-by-2030-bain--company-finds/,3
