id,category,author,title,year,type,url,priority
davidson-freakonomics-tools-2023,podcast,Adam Davidson,Freakonomics Radio: Adam Davidson — AI Is Changing Everything: Does That Include You? (How to Think About AI Pt. 3),2023,podcast,https://freakonomics.com/podcast/a-i-is-changing-everything-does-that-include-you/,3
mollick-plainenglish-2025,skeptic,Ethan Mollick,Plain English: Ethan Mollick — What Happens When AI Learns to Do Our Jobs,2025,podcast,https://www.theringer.com/podcasts/plain-english-with-derek-thompson/2025/10/24/what-happens-when-ai-learns-to-do-our-jobs,1
imas-plainenglish-2026,economist,Alex Imas,Plain English: Alex Imas — The Case Against the AI Job Apocalypse,2026,podcast,https://www.theringer.com/podcasts/plain-english-with-derek-thompson/2026/05/12/the-case-against-the-ai-job-apocalypse,1
tyrangiel-plainenglish-2026,forecaster,Josh Tyrangiel,Plain English: Josh Tyrangiel — America Isn't Ready for What AI Will Do to Jobs,2026,podcast,https://www.theringer.com/podcasts/plain-english-with-derek-thompson/2026/02/13/america-isnt-ready-for-what-ai-will-do-to-jobs,2
batnick-carlson-plainenglish-2026,forecaster,Michael Batnick & Ben Carlson,"Plain English: Batnick & Carlson — SpaceX, AI Bubble Fears, and the Trillion-Dollar Zero-Profit Company",2026,podcast,https://podcasts.apple.com/us/podcast/spacex-ai-bubble-fears-and-the-age-of-the/id1594471023?i=1000774327100,2
amodei-ezraklein-2024,lab_leader,Dario Amodei,Ezra Klein Show: Dario Amodei — What if Dario Amodei Is Right About AI?,2024,podcast,https://open.spotify.com/episode/3SYfUM4Zpr1g9QlplBZGv0,1
korinek-hardfork-2026,economist,Anton Korinek,Hard Fork: Anton Korinek — Is AI Eating the Labor Market?,2026,podcast,https://open.spotify.com/episode/7y2pPRehZcN9f30EyvnMhj,1
nadella-hardfork-2026,lab_leader,Satya Nadella & Cindy Cohn,Hard Fork: Satya Nadella — Live on AI's Economic Future,2026,podcast,https://podscripts.co/podcasts/hard-fork/hard-fork-live-part-1-satya-nadella-and-cindy-cohn,1
newton-roose-hardfork-ipo-2026,podcast,Kevin Roose & Casey Newton,Hard Fork: Hot IPO Summer — AI IPOs and the Zero-Profit Economy,2026,podcast,https://podscripts.co/podcasts/hard-fork/hot-ipo-summer-what-is-ai-doing-to-math-hatgpt,2
newton-roose-hardfork-aiwashing-2026,podcast,Kevin Roose & Casey Newton,Hard Fork: AI-Washing Layoffs? — Are Companies Blaming AI for Job Cuts,2026,podcast,https://podscripts.co/podcasts/hard-fork/ai-washing-layoffs-why-llms-cant-write-well-tokenmaxxing,1
yang-hardfork-ubi-2026,forecaster,Andrew Yang,Hard Fork: Andrew Yang — The Future of Universal Basic Income in the AI Economy,2026,podcast,https://podscripts.co/podcasts/hard-fork/tim-cooks-legacy-the-future-of-ubi-with-andrew-yang-hatgpt,1
