id,category,author,title,year,type,url,priority
korinek-vipra-concentrating-intelligence,economist,Anton Korinek & Jai Vipra,Concentrating Intelligence: Scaling and Market Structure in Artificial Intelligence,2024,paper,https://www.nber.org/papers/w33139,1
growiec-existential-risk-transformative-ai,economist,Jakub Growiec,Existential Risk from Transformative AI: An Economic Perspective,2024,paper,https://doi.org/10.3846/tede.2024.21525,2
humlum-vestergaard-chatgpt-adoption,empirical,Anders Humlum & Emilie Vestergaard,The Adoption of ChatGPT,2024,paper,https://doi.org/10.2139/ssrn.4807516,2
acemoglu-autor-hazell-restrepo-ai-vacancies,empirical,"Daron Acemoglu, David Autor, Jonathon Hazell & Pascual Restrepo",AI and Jobs: Evidence from Online Vacancies,2020,paper,https://www.nber.org/papers/w28257,3
dilip-kim-seamans-genai-patents,empirical,"Nikhil Dilip, Youngkyung Kim & Robert Seamans",Generative AI and Patents,2026,paper,https://doi.org/10.2139/ssrn.6237338,3
autor-thompson-expertise,economist,David Autor & Neil Thompson,Expertise,2025,paper,https://www.nber.org/papers/w33941,1
handa-tamkin-claude-economic-tasks,empirical,"Kunal Handa, Alex Tamkin, Miles McCain et al.",Which Economic Tasks are Performed with AI? Evidence from Millions of Claude Conversations,2025,paper,https://arxiv.org/abs/2503.04761,1
oecd-genai-general-purpose-technology,economist,"Flavio Calvino, Daniel Haerle & Sarah Liu",Is Generative AI a General Purpose Technology?,2025,paper,https://doi.org/10.1787/704e2d12-en,3
korinek-ai-agents-economic-research,economist,Anton Korinek,AI Agents for Economic Research,2025,paper,https://www.nber.org/papers/w34202,3
autor-labor-market-impacts-tech-change,economist,David Autor,The Labor Market Impacts of Technological Change: From Unbridled Enthusiasm to Qualified Optimism to Vast Uncertainty,2022,paper,https://www.nber.org/papers/w30074,2
stiglitz-korinek-future-of-inequality,economist,Joseph Stiglitz & Anton Korinek,The Future of Inequality,2025,paper,https://doi.org/10.1093/oso/9780198799580.003.0019,2
doorley-ai-income-inequality-ireland,empirical,"Karina Doorley, Sorcha O'Connor, Richard O'Shea & Dora Tuda",Artificial Intelligence and Income Inequality in Ireland,2026,paper,https://doi.org/10.26504/jr16,3
eisfeldt-schubert-ai-finance-survey,economist,Andrea Eisfeldt & Gregor Schubert,AI and Finance,2024,paper,https://www.nber.org/papers/w33076,3
felten-raj-seamans-labor-policy-acm,economist,"Edward Felten, Manav Raj & Robert Seamans",Generative AI Requires Broad Labor Policy Considerations,2024,paper,https://doi.org/10.1145/3637864,3
oberson-taxing-ai-ubi-financing,economist,Xavier Oberson,Financing the Disruption and Automation Costs (Notably Universal Basic Income),2024,paper,https://doi.org/10.4337/9781035307555.00016,3
