id,category,author,title,year,type,url,priority
brynjolfsson-unger-macro,economist,Erik Brynjolfsson & Gabriel Unger,The Macroeconomics of Artificial Intelligence,2023,essay,https://www.imf.org/en/Publications/fandd/issues/2023/12/Macroeconomics-of-artificial-intelligence-Brynjolfsson-Unger,2
agrawal-gans-goldfarb,economist,"Agrawal, Gans & Goldfarb",Power and Prediction: The Disruptive Economics of AI,2022,book,https://www.predictionmachines.ai/,3
susskind-world-without-work,economist,Daniel Susskind,A World Without Work,2020,book,https://www.danielsusskind.com/a-world-without-work,2
garicano-ai-hierarchies,economist,Luis Garicano,AI and the knowledge economy essays (Silicon Continent),2025,blog,https://www.siliconcontinent.com/,2
cowen-average-over,economist,Tyler Cowen,Average Is Over + AI economics essays,2024,blog,https://marginalrevolution.com/,2
noahsmith-plentiful-jobs,economist,Noah Smith,Plentiful High-Paying Jobs in the Age of AI (comparative advantage),2024,essay,https://www.noahpinion.blog/p/plentiful-high-paying-jobs-in-the,1
strain-ai-jobs,economist,Michael Strain,AI Will Not Kill Jobs essays,2024,essay,https://www.aei.org/profile/michael-r-strain/,3
keynes-grandchildren,classic,John Maynard Keynes,Economic Possibilities for our Grandchildren,1930,essay,https://www.econ.yale.edu/smith/econ116a/keynes1.pdf,1
hanson-machine-growth,classic,Robin Hanson,Economic Growth Given Machine Intelligence,2001,paper,https://mason.gmu.edu/~rhanson/aigrow.pdf,2
simon-automation,classic,Herbert Simon,The Shape of Automation for Men and Management,1965,book,https://en.wikipedia.org/wiki/Herbert_A._Simon,3
gordon-rise-fall,classic,Robert Gordon,The Rise and Fall of American Growth + AI skepticism,2016,book,https://en.wikipedia.org/wiki/The_Rise_and_Fall_of_American_Growth,3
suleyman-coming-wave,lab_leader,Mustafa Suleyman,The Coming Wave (labor and containment chapters),2023,book,https://www.the-coming-wave.com/,1
nadella-dwarkesh,lab_leader,Satya Nadella,Dwarkesh interview: economic growth as the AGI test,2025,podcast,https://www.dwarkesh.com/p/satya-nadella,1
gates-ai-agents,lab_leader,Bill Gates,AI is about to completely change how you use computers,2023,essay,https://www.gatesnotes.com/AI-agents,2
lecun-lex,lab_leader,Yann LeCun,Lex Fridman interview: LLM-skeptic path to human-level AI,2024,podcast,https://lexfridman.com/yann-lecun-3-transcript,2
altman-lex,lab_leader,Sam Altman,Lex Fridman interview,2024,podcast,https://lexfridman.com/sam-altman-2-transcript,3
ng-new-electricity,lab_leader,Andrew Ng,AI is the New Electricity,2017,essay,https://www.gsb.stanford.edu/insights/andrew-ng-why-ai-new-electricity,3
jack-clark-optimism-fear,lab_leader,Jack Clark,Technological Optimism and Appropriate Fear,2025,essay,https://jack-clark.net/,2
sholto-trenton-dwarkesh,lab_leader,Sholto Douglas & Trenton Bricken,Dwarkesh interview: capability timelines and white-collar automation,2025,podcast,https://www.dwarkesh.com/p/sholto-douglas-trenton-bricken,2
openai-planning-agi,lab_leader,OpenAI (Sam Altman),Planning for AGI and Beyond,2023,essay,https://openai.com/index/planning-for-agi-and-beyond/,2
karnofsky-important-century,forecaster,Holden Karnofsky,The Most Important Century series,2021,essay,https://www.cold-takes.com/most-important-century/,1
christiano-takeoff,forecaster,Paul Christiano,Takeoff Speeds,2018,essay,https://sideways-view.com/2018/02/24/takeoff-speeds/,1
shulman-dwarkesh-1,forecaster,Carl Shulman,Dwarkesh interview part 1: intelligence explosion economics,2023,podcast,https://www.dwarkesh.com/p/carl-shulman,1
shulman-dwarkesh-2,forecaster,Carl Shulman,Dwarkesh interview part 2: AI takeover and the economy,2023,podcast,https://www.dwarkesh.com/p/carl-shulman-2,2
ege-tamay-dwarkesh,forecaster,Ege Erdil & Tamay Besiroglu,Dwarkesh interview: AI takeoff slower than you think (Mechanize),2025,podcast,https://www.dwarkesh.com/p/ege-tamay,1
gradual-disempowerment,forecaster,"Kulveit, Finnveden et al.",Gradual Disempowerment: How Even Aligned AI Erodes Human Influence,2025,paper,https://gradual-disempowerment.ai/,1
kokotajlo-2026,forecaster,Daniel Kokotajlo,What 2026 Looks Like (2021 forecast),2021,essay,https://www.alignmentforum.org/posts/6Xgy6CAf2jqHhynHL/what-2026-looks-like,2
kurzweil-singularity-nearer,forecaster,Ray Kurzweil,The Singularity Is Nearer,2024,book,https://en.wikipedia.org/wiki/The_Singularity_Is_Nearer,3
hammond-95-theses,forecaster,Samuel Hammond,Ninety-Five Theses on AI,2023,essay,https://www.secondbest.ca/p/ninety-five-theses-on-ai,2
tegmark-life3,forecaster,Max Tegmark,Life 3.0 (economics chapters),2017,book,https://en.wikipedia.org/wiki/Life_3.0,3
korinek-80k,podcast,Anton Korinek,80000 Hours podcast: the economics of transformative AI,2023,podcast,https://80000hours.org/podcast/episodes/anton-korinek-transformative-ai-economics/,1
ezra-klein-buchanan,podcast,Ezra Klein & Ben Buchanan,The Government Knows AGI Is Coming,2025,podcast,https://www.nytimes.com/2025/03/04/opinion/ezra-klein-podcast-ben-buchanan.html,2
cowen-dwarkesh,podcast,Tyler Cowen,Dwarkesh interview: why growth will stay ~2%,2025,podcast,https://www.dwarkesh.com/p/tyler-cowen-3,1
gdpval-openai,empirical,OpenAI,GDPval: measuring model performance on economically valuable tasks,2025,report,https://openai.com/index/gdpval/,1
metr-task-horizon,empirical,METR,Measuring AI Ability to Complete Long Tasks,2025,paper,https://arxiv.org/abs/2503.14499,1
bick-blandin-deming,empirical,"Bick, Blandin & Deming",The Rapid Adoption of Generative AI,2024,paper,https://www.nber.org/papers/w32966,2
humlum-vestergaard,empirical,Anders Humlum & Emilie Vestergaard,Large Language Models Small Labor Market Effects,2025,paper,https://bfi.uchicago.edu/working-papers/large-language-models-small-labor-market-effects/,1
brynjolfsson-canaries,empirical,"Brynjolfsson, Chandar & Chen",Canaries in the Coal Mine? Six Facts about the Recent Employment Effects of AI,2025,paper,https://digitaleconomy.stanford.edu/publications/canaries-in-the-coal-mine/,1
noy-zhang-writing2,empirical,Shakked Noy & Whitney Zhang,Experimental Evidence on the Productivity Effects of Generative AI (working paper),2023,paper,https://economics.mit.edu/sites/default/files/inline-files/Noy_Zhang_1_0.pdf,3
oecd-employment-2023,policy,OECD,OECD Employment Outlook 2023: AI and the Labour Market,2023,report,https://www.oecd.org/en/publications/oecd-employment-outlook-2023_08785bba-en.html,2
wef-future-jobs-2025,policy,World Economic Forum,The Future of Jobs Report 2025,2025,report,https://www.weforum.org/publications/the-future-of-jobs-report-2025/,2
cbo-ai-economy,policy,Congressional Budget Office,Artificial Intelligence and Its Potential Effects on the Economy and the Federal Budget,2024,report,https://www.cbo.gov/publication/61147,3
goldman-covello-skeptic,skeptic,Goldman Sachs (Jim Covello),Gen AI: Too Much Spend Too Little Benefit?,2024,report,https://www.goldmansachs.com/insights/top-of-mind/gen-ai-too-much-spend-too-little-benefit,1
mit-nanda-business,skeptic,MIT NANDA,The State of AI in Business 2025 (95% of pilots fail),2025,report,https://nanda.media.mit.edu/,2
zitron-bubble,skeptic,Ed Zitron,The AI bubble essays (Where's Your Ed At),2025,blog,https://www.wheresyoured.at/,3
timlee-not-worried,skeptic,Timothy B. Lee,Why I'm Not Worried About AI Taking Everyone's Jobs,2024,essay,https://www.understandingai.org/p/why-im-not-worried-about-ai-taking,2
hanson-foom-skeptic,skeptic,Robin Hanson,AI takeoff skepticism / foom debate essays,2023,blog,https://www.overcomingbias.com/,3
dimon-ai-statements,lab_leader,Jamie Dimon,JPMorgan shareholder letters and interviews on AI (3.5-day workweek),2024,interview,https://www.jpmorganchase.com/ir/annual-report,3
baily-brynjolfsson-korinek,economist,"Baily, Brynjolfsson & Korinek",Machines of Mind: The Case That AI Is a General-Purpose Technology,2023,essay,https://www.brookings.edu/articles/machines-of-mind-the-case-that-ai-really-is-a-general-purpose-technology/,2
hampole-ai-labor-market,empirical,"Menaka Hampole, Dimitris Papanikolaou, Lawrence D.W. Schmidt & Bryan Seegmiller",Artificial Intelligence and the Labor Market,2025,paper,https://www.nber.org/papers/w33509,1
kogan-papanikolaou-tech-displacement,empirical,"Leonid Kogan, Dimitris Papanikolaou, Lawrence D.W. Schmidt & Bryan Seegmiller",Technology and Labor Displacement: Evidence from Linking Patents with Worker-Level Data,2023,paper,https://www.nber.org/papers/w31846,1
liu-papanikolaou-tech-labor-markets,empirical,"Huben Liu, Dimitris Papanikolaou, Lawrence Schmidt & Bryan Seegmiller","Technology and Labor Markets: Past, Present, and Future; Evidence from Two Centuries of Innovation",2025,paper,https://www.nber.org/papers/w34386,2
babina-ai-workforce-composition,empirical,"Tania Babina, Anastassia Fedyk, Alex Xi He & James Hodson",Firm Investments in Artificial Intelligence Technologies and Changes in Workforce Composition,2023,paper,https://www.nber.org/papers/w31325,2
babina-ai-firm-growth-innovation,empirical,"Tania Babina, Anastassia Fedyk, Alex Xi He & James Hodson","Artificial Intelligence, Firm Growth, and Product Innovation",2024,paper,https://doi.org/10.1016/j.jfineco.2023.103745,2
otis-kenya-entrepreneurship-rct,empirical,"Nicholas Otis, Rowan Clarke, Solène Delecourt, David Holtz & Rembrand Koning",The Uneven Impact of Generative AI on Entrepreneurial Performance: Evidence from a Field Experiment in Kenya,2025,paper,https://doi.org/10.1287/mnsc.2024.06909,1
acemoglu-autor-johnson-proworker-ai,economist,"Daron Acemoglu, David Autor & Simon Johnson",Building Pro-Worker Artificial Intelligence,2026,paper,https://www.nber.org/papers/w34854,1
metr-developer-slowdown-rct,empirical,"Joel Becker, Nate Rush, Elizabeth Barnes & David Rein",Measuring the Impact of Early-2025 AI on Experienced Open-Source Developer Productivity,2025,paper,https://arxiv.org/abs/2507.09089,1
autor-rebuild-middle-class-nber,economist,David Autor,Applying AI to Rebuild Middle Class Jobs,2024,paper,https://www.nber.org/papers/w32140,1
toner-rodgers-ai-science-retracted,empirical,Aidan Toner-Rodgers,"Artificial Intelligence, Scientific Discovery, and Product Innovation (RETRACTED)",2024,paper,https://arxiv.org/abs/2412.17866,3
felten-raj-seamans-occupational-exposure,empirical,"Edward Felten, Manav Raj & Robert Seamans",Occupational Heterogeneity in Exposure to Generative AI,2023,paper,https://doi.org/10.2139/ssrn.4414065,2
cui-genai-developer-field-experiments,empirical,"Kevin Zheyuan Cui, Mert Demirer, Sonia Jaffe, Leon Musolff, Sida Peng & Tobias Salz",The Effects of Generative AI on High-Skilled Work: Evidence from Three Field Experiments with Software Developers,2024,paper,https://doi.org/10.2139/ssrn.4945566,1
eisfeldt-generative-ai-firm-values,empirical,"Andrea Eisfeldt, Gregor Schubert & Miao Ben Zhang",Generative AI and Firm Values,2023,paper,https://www.nber.org/papers/w31222,2
alekseeva-ai-managerial-expertise,empirical,"Liudmila Alekseeva, José Azar, Mireia Gine & Sampsa Samila",AI Adoption and the Demand for Managerial Expertise,2024,paper,https://doi.org/10.2139/ssrn.4986379,2
costinot-werning-robots-luddism,economist,Arnaud Costinot & Iván Werning,"Robots, Trade, and Luddism: A Sufficient Statistic Approach to Optimal Technology Regulation",2022,paper,https://doi.org/10.1093/restud/rdac076,2
korinek-vipra-concentrating-intelligence,economist,Anton Korinek & Jai Vipra,Concentrating Intelligence: Scaling and Market Structure in Artificial Intelligence,2024,paper,https://www.nber.org/papers/w33139,1
growiec-existential-risk-transformative-ai,economist,Jakub Growiec,Existential Risk from Transformative AI: An Economic Perspective,2024,paper,https://doi.org/10.3846/tede.2024.21525,2
humlum-vestergaard-chatgpt-adoption,empirical,Anders Humlum & Emilie Vestergaard,The Adoption of ChatGPT,2024,paper,https://doi.org/10.2139/ssrn.4807516,2
acemoglu-autor-hazell-restrepo-ai-vacancies,empirical,"Daron Acemoglu, David Autor, Jonathon Hazell & Pascual Restrepo",AI and Jobs: Evidence from Online Vacancies,2020,paper,https://www.nber.org/papers/w28257,3
dilip-kim-seamans-genai-patents,empirical,"Nikhil Dilip, Youngkyung Kim & Robert Seamans",Generative AI and Patents,2026,paper,https://doi.org/10.2139/ssrn.6237338,3
autor-thompson-expertise,economist,David Autor & Neil Thompson,Expertise,2025,paper,https://www.nber.org/papers/w33941,1
handa-tamkin-claude-economic-tasks,empirical,"Kunal Handa, Alex Tamkin, Miles McCain et al.",Which Economic Tasks are Performed with AI? Evidence from Millions of Claude Conversations,2025,paper,https://arxiv.org/abs/2503.04761,1
oecd-genai-general-purpose-technology,economist,"Flavio Calvino, Daniel Haerle & Sarah Liu",Is Generative AI a General Purpose Technology?,2025,paper,https://doi.org/10.1787/704e2d12-en,3
korinek-ai-agents-economic-research,economist,Anton Korinek,AI Agents for Economic Research,2025,paper,https://www.nber.org/papers/w34202,3
autor-labor-market-impacts-tech-change,economist,David Autor,The Labor Market Impacts of Technological Change: From Unbridled Enthusiasm to Qualified Optimism to Vast Uncertainty,2022,paper,https://www.nber.org/papers/w30074,2
stiglitz-korinek-future-of-inequality,economist,Joseph Stiglitz & Anton Korinek,The Future of Inequality,2025,paper,https://doi.org/10.1093/oso/9780198799580.003.0019,2
doorley-ai-income-inequality-ireland,empirical,"Karina Doorley, Sorcha O'Connor, Richard O'Shea & Dora Tuda",Artificial Intelligence and Income Inequality in Ireland,2026,paper,https://doi.org/10.26504/jr16,3
eisfeldt-schubert-ai-finance-survey,economist,Andrea Eisfeldt & Gregor Schubert,AI and Finance,2024,paper,https://www.nber.org/papers/w33076,3
felten-raj-seamans-labor-policy-acm,economist,"Edward Felten, Manav Raj & Robert Seamans",Generative AI Requires Broad Labor Policy Considerations,2024,paper,https://doi.org/10.1145/3637864,3
oberson-taxing-ai-ubi-financing,economist,Xavier Oberson,Financing the Disruption and Automation Costs (Notably Universal Basic Income),2024,paper,https://doi.org/10.4337/9781035307555.00016,3
amodei-dwarkesh-2023,lab_leader,Dario Amodei,"Dwarkesh Podcast: Dario Amodei — $10 Billion Models, OpenAI, Scaling, & AGI in 2 Years",2023,podcast,https://www.dwarkesh.com/p/dario-amodei,2
amodei-dwarkesh-2026,lab_leader,Dario Amodei,Dwarkesh Podcast: Dario Amodei — We Are Near the End of the Exponential,2026,podcast,https://www.dwarkesh.com/p/dario-amodei-2,2
aschenbrenner-dwarkesh,forecaster,Leopold Aschenbrenner,"Dwarkesh Podcast: Leopold Aschenbrenner — 2027 AGI, China/US Super-Intelligence Race, & the Return of History",2024,podcast,https://www.dwarkesh.com/p/leopold-aschenbrenner,1
zuckerberg-dwarkesh-2024,lab_leader,Mark Zuckerberg,"Dwarkesh Podcast: Mark Zuckerberg — Llama 3, Open Sourcing $10B Models, & Caesar Augustus",2024,podcast,https://www.dwarkesh.com/p/mark-zuckerberg,2
zuckerberg-dwarkesh-2025,lab_leader,Mark Zuckerberg,Dwarkesh Podcast: Mark Zuckerberg — AI Will Write Most Meta Code in 18 Months,2025,podcast,https://www.dwarkesh.com/p/mark-zuckerberg-2,1
schulman-j-dwarkesh,lab_leader,John Schulman,"Dwarkesh Podcast: John Schulman — Reasoning, RLHF, & Plan for 2027 AGI",2025,podcast,https://www.dwarkesh.com/p/john-schulman,3
dean-shazeer-dwarkesh,lab_leader,Jeff Dean & Noam Shazeer,"Dwarkesh Podcast: Jeff Dean & Noam Shazeer — 25 Years at Google, from PageRank to AGI",2025,podcast,https://www.dwarkesh.com/p/jeff-dean-and-noam-shazeer,3
nadella-dwarkesh-2,lab_leader,Satya Nadella,Dwarkesh Podcast: Satya Nadella — How Microsoft Is Preparing for AGI,2025,podcast,https://www.dwarkesh.com/p/satya-nadella-2,2
cowen-dwarkesh-4,economist,Tyler Cowen,Dwarkesh Podcast: Tyler Cowen — The #1 Bottleneck to AI Progress Is Humans,2025,podcast,https://www.dwarkesh.com/p/tyler-cowen-4,1
imas-trammell-dwarkesh,economist,Alex Imas & Phil Trammell,Dwarkesh Podcast: Alex Imas and Phil Trammell — What Remains Scarce After AGI?,2026,podcast,https://www.dwarkesh.com/p/alex-imas-phil-trammell,1
kokotajlo-alexander-dwarkesh,forecaster,Scott Alexander & Daniel Kokotajlo,Dwarkesh Podcast: AI 2027 — Month-by-Month Model of Intelligence Explosion,2025,podcast,https://www.dwarkesh.com/p/scott-daniel,2
rogoff-dwarkesh,economist,Ken Rogoff,"Dwarkesh Podcast: Ken Rogoff — China Is Digging Out of a Crisis, and America's Luck Is Wearing Thin",2025,podcast,https://www.dwarkesh.com/p/ken-rogoff,3
kroeber-dwarkesh,economist,Arthur Kroeber,Dwarkesh Podcast: Arthur Kroeber — Why China's Manufacturing Economy Is Dominating,2025,podcast,https://www.dwarkesh.com/p/arthur-kroeber,3
shih-dwarkesh,economist,Victor Shih,"Dwarkesh Podcast: Victor Shih — Xi Jinping's Paranoid Approach to AGI, Debt Crisis, & Politburo Politics",2025,podcast,https://www.dwarkesh.com/p/victor-shih,3
jensen-huang-dwarkesh,lab_leader,Jensen Huang,"Dwarkesh Podcast: Jensen Huang — TPU Competition, Why We Should Sell Chips to China, & Nvidia's Supply Chain Moat",2026,podcast,https://www.dwarkesh.com/p/jensen-huang,3
dylan-patel-dwarkesh,forecaster,Dylan Patel,Dwarkesh Podcast: Dylan Patel — Deep Dive on the 3 Big Bottlenecks to Scaling AI Compute,2026,podcast,https://www.dwarkesh.com/p/dylan-patel,3
patel-asianometry-dwarkesh,forecaster,Dylan Patel & Jon (Asianometry),Dwarkesh Podcast: Dylan Patel & Asianometry — How the Semiconductor Industry Actually Works,2024,podcast,https://www.dwarkesh.com/p/dylan-jon,3
amodei-lex,lab_leader,Dario Amodei,"Lex Fridman Podcast: Dario Amodei — Anthropic CEO on Claude, AGI & the Future of AI & Humanity",2024,podcast,https://lexfridman.com/dario-amodei,2
altman-lex-2,lab_leader,Sam Altman,"Lex Fridman Podcast: Sam Altman — OpenAI, GPT-5, Sora, Board Saga, Elon Musk, Ilya, Power & AGI",2024,podcast,https://lexfridman.com/sam-altman-2,2
andreessen-lex-2,forecaster,Marc Andreessen,"Lex Fridman Podcast: Marc Andreessen — Trump, Power, Tech, AI, Immigration & Future of America",2025,podcast,https://lexfridman.com/marc-andreessen-2,3
keyu-jin-lex,economist,Keyu Jin,"Lex Fridman Podcast: Keyu Jin — China's Economy, Tariffs, Trade, Trump, Communism & Capitalism",2025,podcast,https://lexfridman.com/keyu-jin,2
